source,title,link,location,desc
bizbuysell,Beautiful Turn Key Cedarhurst Community Pharmacy,/Business-Opportunity/Beautiful-Turn-Key-Cedarhurst-Community-Pharmacy/1113446/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjMlMmY=,"Cedarhurst, NY","
                                        Turn Key Opportunity. Asset sale of beautiful community pharmacy recently remodeled in very good neighborhood. Owner is relocating to Florida and selling Long Island location. Owner is willing to hold a small note. Great opportunity to be your own boss!
                                    "
bizbuysell,SC Ambulance Service For Sale; Growing,/Business-Opportunity/SC-Ambulance-Service-For-Sale-Growing/1155988/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjMlMmY=,SC,"
                                        South Carolina Ambulance service, growing and expanding; recently added volume from several new facilities; Call mix 94% BLS/6% ALS mix historically but this may change with higher ALS call mix going forward due to recently adding another hospital; Fleet in good condition, Company subs out its billing to a 3rd party billing company so there is room for improvement if this is brought in-house by buyer; there is a nurse on staff which does patient medical assessments; company did well thru the Medicare pre-authorization process for repetitive patients; Company has limited competition in most areas served; company has multiple locations; Better Logistics management practices would result in increase in earnings, as would bringing Billing in-house; Company has had good growth over the last 5+ years; owner is retiring; Will do transition period as requested (flexible time frame) and there is other management on staff that runs the daily operations, which will remain after the sale. Please no brokers, consultants or buy side fee situations; we specialize in selling ambulance companies across the US. Principal buyers only please; Buyer will need direct ambulance svc industry experience or background in healthcare or medical billing, or at a minimum logistics management experience to qualify. Location and other specifics to be shared after NDA and other criteria is provided to qualify
                                    "
bizbuysell,Ambulance Service High ALS call volume 911,/Business-Opportunity/Ambulance-Service-High-ALS-call-volume-911/1155958/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjMlMmY=,AR,"
                                        Well established multi-location ambulance service providing Both Emergent/911 and Non-emergent services. High ALS call mix (exceeds 40%); Long term contracts with facilities; strong back office infrastructure and operating software platforms in both Billing and in EPCR ; great opportunity to significantly improve logistics management and increase earnings; Fleet is modern and is much younger than industry average with low miles, Owner is tried of ownership responsibilities, but is happy to stay on board after the sale and help manage operation if desired. Locations and other specifics disclosed after NDA and other appropriate info is secured. Please no brokers or buy side fee situations or consultants, etc.. We specialize in selling ambulance companies all across the US Buyers will need direct ambulance svc experience or medical/healthcare background, or medical billing experience and adequate level of liquidity to qualify.
                                    "
bizbuysell,Full Service Salon & Spa Tucson,/Business-Opportunity/Full-Service-Salon-and-Spa-Tucson/1155640/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjMlMmY=,"Tucson, AZ","
                                        This is One Stunningly Beautiful Salon and Spa. It is a perfect one stop full-service salon/day spa that has developed an outstanding reputation. This is an upscale salon/spa that is in a class of its own without the overpriced attitude.   The owner has been here for 8 great years, and has built a wonderful operation and reputation.
This Salon is in an unlikely location, because of its previously underserved market. It has been professionally built out.  The entire building is agile and can be reconfigured easily.  It is a modern luxurious setting that contains all of the perks necessary to pamper its clients and all the equipment is well maintained, and the business is in impeccable condition.
This Salon/Spa offers all of the personal care services:  Hair: There are currently 8 hair stations with room to expand to 16.  Massage/Facial: There is a single intimate services room with its own music, conditioned air, and sound proofed.  Nails: There are currently 3 nail stations with room for 6.  The nail area has its own exhaust vent system. Pedicures: There are 4 luxury SpaJoy massaging pedicure stations.  Waxing: Publicly exposed waxing areas are done at the waxing station and intimate waxing is done in the Facial Room.  Spa Shower: 350 SF of wet are set up for a vichy shower massage.  Retail: The salon sells retail products for all aspects of the services offered.
The owners are dedicated to making sure the transition on this business is comfortable, seamless and successful. They are willing to assist fully in the transfer of this for up to 3 months on site and additionally do free phone consultation for another 3 months
This can be the salon of your dreams. When it comes to a Salon/Spa, this is the place you want to own.

The Real Property must be purchased with the business.
Potential buyers must possess a Cosmotology License to operate  in the State of Arizona.
This Business is being represented by a Licensed Real Estate Broker in the State of Arizona and acting as a principle.

Because of the Confidentiality surrounding the sale of the Business and the Real Property: Potential buyers will be asked to meet at the Broker's office to sign a Confidentiality Agreement and provide proof of funds before receiving additional information.
                                    "
bizbuysell,Mid-South Specialty Medical Billing Service for Sale,/Business-Opportunity/Mid-South-Specialty-Medical-Billing-Service-for-Sale/1155635/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjMlMmY=,US,"
                                        Profitable $975K specialty Medical Billing Service located in Mid-South with 21 clients in 9 states – Exclusive Abstract Listing.    

Uses Medisoft billing software.   Company was one of the first practice management companies to focus on the specialized fields of intraoperative monitoring (IOM).  By managing the time consuming, complex administrative functions related to reimbursement in a timely fashion, company frees medical personnel to do what they do best – providing quality medical care for their patients.    All clients under auto-renewing contracts that may be assigned to a new owner.   13.5 FTE’s, all work in the main office.   Company does not currently outsource billing services.    Single owner wants to move on to other interests but would stay for a smooth transition.
                                    "
bizbuysell,Respiratory Medical Equipment Company,/Business-Opportunity/Respiratory-Medical-Equipment-Company/1155488/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjMlMmY=,"Houston, TX","
                                        Small Established Accredited DME for sale. Experienced staff. The company has most of the major insurance payers, including the coveted Scott & White contract.  The company mainly does cpap and cpap supplies, but does have nebulizer closets in different cities in Texas. The staff handles all the day to day operations. This is pretty much an absent owner business. This could be a very nice business with huge growth potential for someone willing to add marketing and oversee the business.  Motivated seller.
                                    "
bizbuysell,gorgeous salon-medspa & laser. $89K,/Business-Opportunity/gorgeous-salon-medspa-and-laser-89K/1154885/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjMlMmY=,"Chandler, AZ","
                                        First Class, great staff w/ naturopathic doctor, sterling reputation.

Perfectly located in a newer,attractive, VERY BUSY upscale shopping center intersecting w/ two major streets. 

Lots of walk ins.  
Very loyal and affluent clientele,doctors, attorney's, CEO's, models, hi-profile individuals, etc.
 
Services  provided:
Hair services, color, cut, hair extensions, etc.
laser 
skincare, facials, etc.
massage
waxing
acupuncture
Chinese medicene
Holistic medicene
Reiki
Botox injections, Vit, B-12 shots, and other minor invasive procedures.
Natural hormone replacement.
Exclusive skincare and hair products, including organic products.

This is an exceptionally attractive salon-dayspa.   
Owner must sell due to illness. 

An excellent opportunity for a great price.
                                    "
bizbuysell,Well Established On Site Drug and Alcohol Testing Middle TN,/Business-Opportunity/Well-Established-On-Site-Drug-and-Alcohol-Testing-Middle-TN/1152451/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjMlMmY=,TN,"
                                        Well established and profitable drug and alcohol testing business. Their clients include private businesses, individuals, and hospitals. The owners are ready to move to another state. There is a great upside potential for someone willing to market their services and is willing to expand to other counties.  Very easy work with high profit margin.  No Inventory. No Overhead. Turn Key operation !

Full Training for testing Services includes... 
-Pre Employment, 
-Post Accident,
-Random testing,
-Reasonable Suspicion, 
-Return-to-Duty,  Follow-Up, Breath/Blood/Saliva Alcohol Testing
-Urine, Saliva, and Hair Drug Testing
-On-Site Specimen Collections
-Random Drug/Alcohol Testing Programs
-Certified Medical Review Officer
-Certified Breath Alcohol Technicians
-Certified Collectors
-After Hours Service
-Third Party Administration
-DOT testing and  NON-DOT Testing,
-Tennessee Drug Free Workplace Program
-DNA Testing
-In Home Testing
                                    "
bizbuysell,"OsteoStrong-Master Franchise (Cook,Lake,Will,Dupage)+Schaumburg Site",/Business-Opportunity/OsteoStrong-Master-Franchise-Cook-Lake-Will-Dupage-Schaumburg-Site/1143415/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjMlMmY=,"Schaumburg, IL","
                                        https://www.facebook.com/osteostrong  (Corporate Website)
https://www.facebook.com/OsteoStrongChicago
http://www.yelp.com/biz/osteostrong-schaumburg

Simply put, OsteoStrong delivers unprecedented improvements for physical health and performance at the foundation: Bones, Muscles, and Balance.

First, it’s important to know that OsteoStrong is not a gym, diet, drug or supplement. In fact, we do not even compete with the gym industry. We offer a customer experience that is completely different!

What makes OsteoStrong different from just another exercise fad or fitness trend is that the results are measurable and easily achieved with about 7-minutes of sweat-free effort once per week…and you come dressed as you are…no gym clothes.

If you think this sounds too good to be true, then your reaction is completely normal. That’s because most of us have been trained to believe that physical development only comes from hours of strenuous effort in the gym every week.

Most of us have a hard time un-learning what we thought to be a well-established truism of the human body. However, the quick OsteoStrong results are undeniable and our system is based on scientific principles, which have been known for decades.

The science behind OsteoStrong starts with Wolff’s Law. It is a scientific principle which is still taught in medical schools to this day. It was identified in the early 1900’s by Dr. Julius Wolff and teaches that bones, when subjected to enough pressure, will respond by getting stronger. The US Surgeon General issued a report in 2004 on Bone Density and Osteoporosis that echoed the findings in Dr. Wolff’s research. The Surgeon General expanded Wolff’s explanation by stating that bones will get stronger when subjected to multiples of one’s own body weight.

The results are staggering. Our members are experiencing between 3 to 10% bone mineral density increases in just their first 12 months in sessions that only take about 7 minutes once a week.

In the 70s, Eastern Europeans made a key discovery in training muscle fibers that lead to Gold Medal wins for Romanian power-lifters in the Olympic games. The focus of their training method was to try to engage every fiber in a given muscle at the same time. Once almost all muscle fibers are triggered simultaneously, the brain activates an adaptive response to grow more muscle fiber. It’s that simple.

Muscular strength gains are measured after each session, and the member instantly receives their personal performance report. It is very common to see members doubling their measurable force production in under 12 months. This type of increase is unheard of with any other modality of training.

OsteoStrong sessions are quick and effective. Many members who have experienced years of joint and back pain frequently report a complete reversal of their symptoms after just 2 to 12 sessions. Many members also comment that their balance greatly improves after their first month. The benefits of OsteoStrong are that members see maximum results with minimal effort and time.

At OsteoStrong, our members see amazing results in increased bone and muscle strength, improved balance, and reduced joint and back pain in a safe and comfortable environment from just one 7 minute session per week.
                                    "
bizbuysell,Dental Lab with repeat customers for many years,/Business-Opportunity/Dental-Lab-with-repeat-customers-for-many-years/1132472/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjMlMmY=,"New York, NY","
                                        Dental Lab in business for many years. There is no special license needed to operate this business and you don't need a background in the dental business.  They have a full staff of experienced trained technicians that have been with the company for a long time and provide quality work for dentists in the New York area. Their customers are very loyal to them based on their quality of work and service they provide. They have had all of their top customers for 10-20 years or more. High profit margin business. The business continues to grow just based on referrals with no proactive sales effort. They produce crowns, implants, dentures, bridges, and more to the dentist’s specifications. The technicians are skilled in various types of materials to meet the customer’s varying needs. They pick up and deliver to make it convenient for their customers. After many years the owner is ready to retire and will stay on after the sale to provide training and a transition for a new owner.
                                    "
bizbuysell,Dallas area Medicare Certified Home Health Agency,/Business-Opportunity/Dallas-area-Medicare-Certified-Home-Health-Agency/1155398/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjMlMmY=,TX,"
                                        Home Health agency is Medicare certified and currently serves a rapidly growing area north of Dallas. The agency has one main office and a branch location.  Highly experienced Administrative staff.  This agency has never had a survey deficiency in over 14 years!  Top notch financial statements.
                                    "
bizbuysell,High Profit Products*Health*Wellness Merchandise,/Business-Opportunity/High-Profit-Products-Health-Wellness-Merchandise/1155366/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjMlMmY=,"Milwaukee, WI","
                                        WALK INTO GOOD CASH FLOW AND A SUPER EASY BUSINESS TO OPERATE PLUS PUT AN EXTRA $15,000 IN YOUR POCKET IN YOUR FIRST YEAR. THIS BUSINESS IS SELLING FOR ONLY 1.1 TIMES EARNINGS! 

The seller is super motivated to get it sold this year so he is ready to negotiate. This is a great retail operation specializing in PAIN MANAGEMENT SOLUTIONS. The business sells specialty furniture (chairs, tables, desks, beds, etc.) to help our clients live better more pain free lives. 

We have a well established client base, some of the best product in the industry and a well seasoned staff that will make your transition into the business a breeze. 

Within one month you’ll know almost everything there is to know about this business and will be making good money. Seller is motivated to move on to his next venture and will carry a note if needed to GET THE DEAL DONE. This is a turn-key franchise with a product that ACTUALLY SELL THEMSELVES!

Approximately 90k in inventory is Not Included in the Sale Price.

YOU DO NOT NEED EXPERIENCE THIS INDUSTRY TO SUCCEED.



***********************IMPORTANT************IMPORTANT*******************

LOOK FOR an automatic email response from Ted Kolb within five minutes of submitting your request for information. The email will contain a link to our quick 3-minute online NDA. We will contact you to discuss the details of the business shortly after the NDA has been submitted.BE SURE TO CHECK YOUR SPAM or JUNK MAIL FOLDER. 

*********************************************************************************
The seller and the franchisor wished us to keep this sale confidential which is why we are not publishing sensitive financial information or the name.

**** IMPORTANT **** Information in this ad may not reflect the most recent data on the business being sold. Always consult your financial adviser, attorney, or a licensed CPA prior to making any offers on this business. All information concerning this business will be supplied by the franchisor or the actual seller. Blue Stone Business Group has not verified any earnings claims, EBITDA, Cash Flow or add-back numbers. You will need to verify all information with the seller and/or your accountant. Blue Stone Business Group or Patrick Sherman is not responsible for the accuracy of any of the information and you agree to indemnify and hold consultant and its agents harmless from any claims or damages which may occur by reason of the inaccuracy or incompleteness of any information provided to you.
                                    "
bizbuysell,Senior Care Franchise - Excellent Opportunity,/Business-Opportunity/Senior-Care-Franchise-Excellent-Opportunity/1155353/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjMlMmY=,"Bloomington, MN","
                                        Minimize the start up costs and tap in to the booming senior care industry! This is a great opportunity to build a rewarding and profitable business. I began this franchise earlier this year but now need to sell. 

Included: 
-A prime territory, value $35,000 
-Assistance with license acquisition, save almost 6 months on start up time
-New owner training by franchisor which will teach you everything you need to know about running a high quality and profitable senior care business
-Complete support from the franchisor; including business coaching, sales & marketing training and support, PR, IT support, etc. 
-Organized and fully stocked office (lease to be transferred)
-Full stock of marketing/training/general business materials
-High quality website maintained by the home office that can be left as-is or enhanced as you desire
-All vendors, suppliers, etc. set up and able to be transferred
-Complete and detailed operations manual for all aspects of the business
                                    "
bizbuysell,Nutrition*Vitamins*Supplements*Weightloss,/Business-Opportunity/Nutrition-Vitamins-Supplements-Weightloss/1155351/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjMlMmY=,"Davenport, IA","
                                        YOU WILL WALK INTO IMMEDIATE CASH FLOW WITH THIS PROFITABLE (GNC type) NUTRITION & WEIGHTLOSS FRANCHISE. This is a fantastic national brand in a beautifully built and maintained store with a great inventory of weightloss, sports nutrition, and general health exclusive products. 

The business model is not difficult to operate and you will love what you do every day. A well-trained staff and a great repeat customer base will help make your transition into the business smooth. You will know everything there is to know the day you walk through the door about how to operation the business through the extensive training provided by the franchisor and the seller will help you for another several days in order for you to understand the minutia of this particular location. 

***********************IMPORTANT************IMPORTANT*******************

LOOK FOR an automatic email response from Ted Kolb within five minutes of submitting your request for information. The email will contain a link to our quick 3-minute online NDA. We will contact you to discuss the details of the business shortly after the NDA has been submitted.BE SURE TO CHECK YOUR SPAM or JUNK MAIL FOLDER. 

*********************************************************************************
The seller and the franchisor wished us to keep this sale confidential which is why we are not publishing sensitive financial information or the name.

**** IMPORTANT **** Information in this ad may not reflect the most recent data on the business being sold. Always consult your financial adviser, attorney, or a licensed CPA prior to making any offers on this business. All information concerning this business will be supplied by the franchisor or the actual seller. Blue Stone Business Group has not verified any earnings claims, EBITDA, Cash Flow or add-back numbers. You will need to verify all information with the seller and/or your accountant. Blue Stone Business Group or Patrick Sherman is not responsible for the accuracy of any of the information and you agree to indemnify and hold consultant and its agents harmless from any claims or damages which may occur by reason of the inaccuracy or incompleteness of any information provided to you.
                                    "
bizbuysell,Nutrition*Vitamins*Supplements*Weightloss,/Business-Opportunity/Nutrition-Vitamins-Supplements-Weightloss/1155345/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjMlMmY=,"Corpus Christi, TX","
                                        YOU WILL WALK INTO IMMEDIATE CASH FLOW WITH THIS PROFITABLE (GNC type) NUTRITION & WEIGHTLOSS FRANCHISE. This is a fantastic national brand in a beautifully built and maintained store with a great inventory of weightloss, sports nutrition, and general health exclusive products. 

The business model is not difficult to operate and you will love what you do every day. A well-trained staff and a great repeat customer base will help make your transition into the business smooth. You will know everything there is to know the day you walk through the door about how to operation the business through the extensive training provided by the franchisor and the seller will help you for another several days in order for you to understand the minutia of this particular location. 


***********************IMPORTANT************IMPORTANT*******************

LOOK FOR an automatic email response from Ted Kolb within five minutes of submitting your request for information. The email will contain a link to our quick 3-minute online NDA. We will contact you to discuss the details of the business shortly after the NDA has been submitted.BE SURE TO CHECK YOUR SPAM or JUNK MAIL FOLDER. 

*********************************************************************************
The seller and the franchisor wished us to keep this sale confidential which is why we are not publishing sensitive financial information or the name.

**** IMPORTANT **** Information in this ad may not reflect the most recent data on the business being sold. Always consult your financial adviser, attorney, or a licensed CPA prior to making any offers on this business. All information concerning this business will be supplied by the franchisor or the actual seller. Blue Stone Business Group has not verified any earnings claims, EBITDA, Cash Flow or add-back numbers. You will need to verify all information with the seller and/or your accountant. Blue Stone Business Group or Patrick Sherman is not responsible for the accuracy of any of the information and you agree to indemnify and hold consultant and its agents harmless from any claims or damages which may occur by reason of the inaccuracy or incompleteness of any information provided to you.
                                    "
bizbuysell,Two Health Clubs For Sale,/Business-Opportunity/Two-Health-Clubs-For-Sale/1155215/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjMlMmY=,CT,"
                                        Great opportunity for a seasoned operator to buy two health clubs for a great price.  Price is 2X's annual cash flow!  Serious buyers only.  Buyer must purchase the business with $500k cash (no financing).  Buyer must also assume equipment leases with payments totaling $5,300 per month.  Clubs could be much more profitable with the correct ownership and once the current debt burden is eliminated.

Cash offers from serious buyers with relevant experience is required.
                                    "
bizbuysell,Massage Parlor - Beauty Salon,/Business-Opportunity/Massage-Parlor-Beauty-Salon/1154990/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjMlMmY=,"Mountain View, CA","
                                        Superb commercial real estate opportunity! Highly sought out downtown Mt. View,CA location right off Castro Street. Lots of parking high foot traffic day and night. Has hard to acquire massage therapy license for the location it is in. Nice front lobby and three separate rooms for many uses. Great lease terms with option agreements in place. Don't miss out on this great opportunity to own this potential money maker!
                                    "
bizbuysell,Established And Lucrative Gym Franchise,/Business-Opportunity/Established-And-Lucrative-Gym-Franchise/1120340/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjMlMmY=,CA,"
                                        Asking Price: $3,600,000
Annual Net Profit: $1,400,000
FF&E (Furniture, Fixtures and Equipment) : $1,925,000 included
Year Established: 2008
Employees: 20+
3 Locations

Business Overview:
This is a fully established, successful gym franchise with 3 well known locations in the Northern California area. We have over 66,000 square feet of state of the art equipment which is mostly about 1 or 2 years old. The owner recently spent $600,000+ on new cardio and strength equipment as well as new 55'' TV's throughout all 3 gyms. The gyms also boast new stereo systems, tanning rooms and new surveillance systems. With a well trained staff and excellent return on investment, this is an opportunity of a lifetime! High cash and EFT revenues.
Seriously inquiries only; the numbers will speak for themselves!
                                    "
bizbuysell,FRANCHISE Fitness Center...Classy...Nets $70k Per Year,/Business-Opportunity/FRANCHISE-Fitness-Center-Classy-Nets-70k-Per-Year/1106375/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjMlMmY=,"Sarasota, FL","
                                        SALE PENDING - SALE PENDING - SALE PENDING ..Make $70k and work less than 40 hours a week.... This TOP RATED FRANCHISE FITNESS CENTER... is in a great location in an upscale area. Membership has almost doubled in the last year AND... that is with an almost absentee owner. With an owner-operator, the sky IS the limit. The center makes a beautiful impression, has ALL the latest exercise equipment and there is a great lease in place. This is an awesome opportunity, With ONLY $75k down, seller will finance.
                                    "
bizbuysell,Veterinary Practice and Real Estate For Sale!,/Business-Opportunity/Veterinary-Practice-and-Real-Estate-For-Sale/1046019/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjMlMmY=,"Sebring, FL","
                                        Well Established Veterinary Practice(turn key) with prime real estate central to county populations with great cash flow and upside!
                                    "
bizbuysell,Established Weight Loss Center,/Business-Opportunity/Established-Weight-Loss-Center/1043283/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjMlMmY=,"Omaha, NE","
                                        Established in 2004, rated A+ Honor Roll by the BBB. This clinic is Physician directed with a licensed physician medical director.

Margins are generous and overhead is very low.
                                    "
bizbuysell,Spa*Beauty*Medical*Health,/Business-Opportunity/Spa-Beauty-Medical-Health/1154765/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjMlMmY=,"Fort Worth, TX","
                                        WELL-ESTABLISHED LUXURY DAY SPA WITH A GREAT REPUTATION. This is a clean and smooth running operation in a great area of town, with well-maintained equipment and regular and repeat customers. A well-trained staff will make your transition into the business smooth. Training and support are provided by the franchisor and the seller.

***********************IMPORTANT************IMPORTANT*******************

LOOK FOR an automatic email response from Ted Kolb within five minutes of submitting your request for information. The email will contain a link to our quick 3-minute online NDA. We will contact you to discuss the details of the business shortly after the NDA has been submitted.BE SURE TO CHECK YOUR SPAM or JUNK MAIL FOLDER. 

*********************************************************************************
The seller and the franchisor wished us to keep this sale confidential which is why we are not publishing sensitive financial information or the name.

**** IMPORTANT **** Information in this ad may not reflect the most recent data on the business being sold. Always consult your financial adviser, attorney, or a licensed CPA prior to making any offers on this business. All information concerning this business will be supplied by the franchisor or the actual seller. Blue Stone Business Group has not verified any earnings claims, EBITDA, Cash Flow or add-back numbers. You will need to verify all information with the seller and/or your accountant. Blue Stone Business Group or Patrick Sherman is not responsible for the accuracy of any of the information and you agree to indemnify and hold consultant and its agents harmless from any claims or damages which may occur by reason of the inaccuracy or incompleteness of any information provided to you.
                                    "
bizbuysell,Spa*Beauty*Medical*Health,/Business-Opportunity/Spa-Beauty-Medical-Health/1154764/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjMlMmY=,"Brentwood, CA","
                                        WELL-ESTABLISHED LUXURY DAY SPA WITH A GREAT REPUTATION. This is a clean and smooth running operation in a great area of town, with well-maintained equipment and regular and repeat customers. A well-trained staff will make your transition into the business smooth. Training and support are provided by the franchisor and the seller.

***********************IMPORTANT************IMPORTANT*******************

LOOK FOR an automatic email response from Ted Kolb within five minutes of submitting your request for information. The email will contain a link to our quick 3-minute online NDA. We will contact you to discuss the details of the business shortly after the NDA has been submitted.BE SURE TO CHECK YOUR SPAM or JUNK MAIL FOLDER. 

*********************************************************************************
The seller and the franchisor wished us to keep this sale confidential which is why we are not publishing sensitive financial information or the name.

**** IMPORTANT **** Information in this ad may not reflect the most recent data on the business being sold. Always consult your financial adviser, attorney, or a licensed CPA prior to making any offers on this business. All information concerning this business will be supplied by the franchisor or the actual seller. Blue Stone Business Group has not verified any earnings claims, EBITDA, Cash Flow or add-back numbers. You will need to verify all information with the seller and/or your accountant. Blue Stone Business Group or Patrick Sherman is not responsible for the accuracy of any of the information and you agree to indemnify and hold consultant and its agents harmless from any claims or damages which may occur by reason of the inaccuracy or incompleteness of any information provided to you.
                                    "
bizbuysell,Spa*Beauty*Medical*Health,/Business-Opportunity/Spa-Beauty-Medical-Health/1154762/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjMlMmY=,"Spokane, WA","
                                        WELL-ESTABLISHED LUXURY DAY SPA WITH A GREAT REPUTATION. This is a clean and smooth running operation in a great area of town, with well-maintained equipment and regular and repeat customers. A well-trained staff will make your transition into the business smooth. Training and support are provided by the franchisor and the seller.

***********************IMPORTANT************IMPORTANT*******************

LOOK FOR an automatic email response from Ted Kolb within five minutes of submitting your request for information. The email will contain a link to our quick 3-minute online NDA. We will contact you to discuss the details of the business shortly after the NDA has been submitted.BE SURE TO CHECK YOUR SPAM or JUNK MAIL FOLDER. 

*********************************************************************************
The seller and the franchisor wished us to keep this sale confidential which is why we are not publishing sensitive financial information or the name.

**** IMPORTANT **** Information in this ad may not reflect the most recent data on the business being sold. Always consult your financial adviser, attorney, or a licensed CPA prior to making any offers on this business. All information concerning this business will be supplied by the franchisor or the actual seller. Blue Stone Business Group has not verified any earnings claims, EBITDA, Cash Flow or add-back numbers. You will need to verify all information with the seller and/or your accountant. Blue Stone Business Group or Patrick Sherman is not responsible for the accuracy of any of the information and you agree to indemnify and hold consultant and its agents harmless from any claims or damages which may occur by reason of the inaccuracy or incompleteness of any information provided to you.
                                    "
bizbuysell,Established Fitness Studio Available,/Business-Opportunity/Established-Fitness-Studio-Available/1154652/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjMlMmY=,"Neenah, WI","
                                        Have you always wanted to own your own fitness business?

Fitness coaches and professionals. . . Now is your chance!

Very dedicated clientele and an opportunity for future growth.   The business is located in an upper-middle class residential area with a high demand for fitness.  

This is an opportunity to be in business for yourself with a dedicated franchise/license company to help you run your business, your way.

Looking for a QUALIFIED person to take over this business and care for the paying members in solid membership agreements.  Adequate capitalization – lowest requirements are $50,000 minimum liquid assets and $200,000 minimum net worth.  Non-disclosure agreement is mandatory.  

Big opportunity for growth! 

This is perfect opportunity for someone who has always wanted to have their own fitness business!
 
Please email info@ellipsefitness.com for more information.

Serious inquiries only - Do NOT contact me with unsolicited services or offers.
                                    "
bizbuysell,Established Successful Podiatry Center For Sale,/Business-Opportunity/Established-Successful-Podiatry-Center-For-Sale/1148512/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjMlMmY=,"Coral Gables, FL","
                                        With ObamaCare enrollment on the rise and the Medicare population increasing ever so greatly, this practice and all health related businesses will increase in revenue and profits during the next few years and beyond.
                                    "
bizbuysell,"Pre-Natal Imaging Franchise, Oklahoma City Metro",/Business-Opportunity/Pre-Natal-Imaging-Franchise-Oklahoma-City-Metro/1082433/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjMlMmY=,"Oklahoma City Metro, OK","
                                        If purchased by January 31, 2015, buyer receives an additional $50,000 
""bonus"" price reduction. Price of $150,000 good through January.



Well established and proven territory servicing niche' market need.  No experience needed.  Complete training and orientation included in protected territory.
                                    "
bizbuysell,Home Care Specialists,/Business-Opportunity/Home-Care-Specialists/1055607/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjMlMmY=,OR,"
                                        Home Care Giving:   The business is the premier non-medical in-home care service provider serving Portland and greater Multnomah County.  The business is dedicated to ensuring a better quality of life for senior clients and their families by providing dependable and affordable care in their own residences.  The business was founded by the owner over 8 years ago.  The business has grown and is well respected because of the high quality of services provided to the clientele.  The business services include: Light House Keeping, Transportation, Appointment Escort, Meal Preparation, Pet Care Assistance, Shopping & Errands, Linen & Laundry Services, Medication Reminders, Grooming & Dressing Assistance, Bath & Shower Safety Standby, Ambulation & Transfer Assistance, Caring Companion, Respite Care Coverage, and Post-Surgical Recovery Assistance.  The business is operated out of a 2,200 sq. professional office.  The business is fully staffed and is a complete turnkey operation with all software, furniture, and equipment, included in the sale.
                                    "
